nama_bapak,nama_ibu,nomor_rumah,jarak_rumah
Leo Atma Adriansyah S.E.,Gasti Purnawati,6241,65454
Leo Carub Waluyo S.Ked,Putri Zizi Riyanti,6242,65461
Leo Cemeti Hutasoit,Zizi Rahimah M.Kom.,6243,65468
Leo Darimin Winarno,Halima Fujiati,6244,65481
Leo Edward Ardianto M.Ak,Samiah Suartini,6245,65501
Leo Firgantoro,Yunita Gabriella Permata,6246,65516
Leo Habibi,Laras Lalita Yulianti,6247,65532
Leo Hardiansyah S.I.Kom,Wani Titin Puspita,6248,65533
Leo Hartana Kuswoyo S.Psi,Kamila Sabrina Nuraini,6249,65548
Leo Kurniawan,Ayu Rahmawati M.Pd,6250,65551
Leo Maulana,Jane Oktaviani,6251,65567
Leo Najmudin,Nadia Kezia Utami S.E.,6252,65573
Leo Napitupulu,Endah Hastuti,6253,65579
Leo Pangeran Marpaung,Ilsa Salimah Mayasari S.Sos,6254,65584
Leo Prasasta S.Gz,Pia Calista Puspasari S.I.Kom,6255,65602
Leo Putra,Mila Eva Zulaika,6256,65614
Leo Raihan Megantara M.TI.,Talia Widiastuti,6257,65626
Leo Rajasa,Gabriella Wulandari,6258,65630
Leo Ramadan,Rahayu Ilsa Yulianti M.Ak,6259,65649
Leo Salahudin,Farhunnisa Laksita,6260,65650
Leo Saptono S.Pd,Sakura Riyanti,6261,65652
Leo Siregar M.M.,Paulin Suryatmi,6262,65670
Leo Suryono,Tira Pudjiastuti,6263,65671
Leo Tarihoran,Silvia Farida S.Ked,6264,65690
Leo Wibisono,Tina Usada,6265,65705
Liman Anggriawan S.Gz,Syahrini Hartati,6266,65720
Liman Ardianto,Aurora Amalia Mulyani,6267,65724
Liman Balamantri Tamba,Genta Yuliarti,6268,65728
Liman Eluh Sihombing S.Sos,Rahayu Mulyani,6269,65748
Liman Habibi,Gasti Yuliana Handayani M.Ak,6270,65760
Liman Hidayat,Bella Yance Widiastuti,6271,65775
Liman Irwan Budiyanto S.Pd,Indah Utami,6272,65782
Liman Latupono,Puspa Namaga,6273,65795
Liman Mahmud Widodo S.IP,Syahrini Mandasari S.Pd,6274,65812
Liman Manullang,Novi Zelaya Uyainah,6275,65829
Liman Nababan,Zahra Eva Laksita,6276,65835
Liman Setiawan,Keisha Winarsih,6277,65841
Liman Sihotang,Dinda Rahmawati,6278,65846
Liman Suryono S.Pd,Padmi Lestari,6279,65858
Liman Suwarno S.Kom,Paramita Kartika Nasyidah M.Ak,6280,65875
Liman Tamba,Citra Andriani,6281,65889
Liman Thamrin,Icha Widya Anggraini,6282,65899
Liman Warsa Nashiruddin S.Pt,Eva Nurdiyanti,6283,65905
Liman Wasita,Raisa Putri Sudiati S.I.Kom,6284,65910
Liman Widodo,Cindy Pudjiastuti,6285,65930
Liman Winarno,Carla Zizi Hariyah,6286,65936
Liman Yahya Sihombing M.Kom.,Cindy Usamah,6287,65947
Liman Yusuf Ardianto,Siska Pudjiastuti,6288,65955
Limar Ardianto,Ophelia Maida Hassanah S.Kom,6289,65967
Limar Cakrawangsa Narpati,Hesti Pertiwi,6290,65979
Limar Damanik M.Kom.,Maida Wastuti,6291,65987
Limar Eluh Megantara S.Pd,Cici Sakura Hartati S.Pt,6292,66004
Limar Gunawan S.Farm,Hana Agustina,6293,66005
Limar Hamzah Dabukke,Zelda Lidya Handayani,6294,66016
Limar Hardiansyah,Alika Nasyiah S.I.Kom,6295,66035
Limar Hartana Pranowo,Lalita Pertiwi M.Pd,6296,66043
Limar Jaeman Situmorang,Rahmi Susanti,6297,66049
Limar Jinawi Situmorang,Ana Handayani M.Farm,6298,66052
Limar Kalim Pradana S.Gz,Patricia Kartika Laksita S.Psi,6299,66055
Limar Laksana Saefullah,Raina Lidya Mulyani S.H.,6300,66069
Limar Mangunsong,Malika Haryanti,6301,66088
Limar Nasim Dabukke,Elma Kuswandari,6302,66090
Limar Pradana S.Gz,Ophelia Fujiati,6303,66093
Limar Pranowo,Anita Paulin Suartini,6304,66112
Limar Salahudin,Widya Anita Hassanah,6305,66120
Limar Sitorus,Yulia Wijayanti S.Gz,6306,66125
Limar Tedi Rajasa,Eka Lailasari,6307,66144
Limar Teguh Damanik,Michelle Oliva Puspita S.Psi,6308,66162
Limar Waluyo,Lala Prastuti,6309,66172
Luhung Anggabaya Januar,Nadia Wahyuni,6310,66173
Luhung Anggriawan,Rachel Widya Prastuti,6311,66176
Luhung Baktiadi Sinaga,Wulan Zalindra Yuniar,6312,66194
Luhung Harsaya Santoso,Janet Yuniar,6313,66200
Luhung Hutapea,Jasmin Padmasari,6314,66202
Luhung Irsad Mangunsong M.M.,Kania Usyi Prastuti,6315,66212
Luhung Liman Gunawan S.Gz,Winda Mulyani,6316,66213
Luhung Mahendra,Pia Handayani S.Gz,6317,66217
Luhung Nainggolan S.Farm,Agnes Icha Mayasari M.Farm,6318,66227
Luhung Narpati S.Ked,Vivi Eka Hartati,6319,66228
Luhung Pranowo S.Kom,Hafshah Melani,6320,66246
Luhung Samosir,Calista Prastuti,6321,66253
Luhung Sitorus,Almira Rahmawati,6322,66267
Luhung Utama,Zelaya Mulyani,6323,66276
Luis Bancar Saragih S.Sos,Hesti Handayani,6324,66277
Luis Eluh Kusumo M.Farm,Salwa Permata M.Kom.,6325,66293
Luis Galiono Setiawan S.Kom,Ade Tania Hassanah M.Farm,6326,66301
Luis Jamil Prayoga S.Psi,Zulaikha Novitasari,6327,66308
Luis Jasmani Wibowo M.Kom.,Titi Hariyah,6328,66325
Luis Lasmono Kusumo,Cornelia Mandasari,6329,66343
Luis Mandala S.Pd,Karen Siska Wijayanti,6330,66360
Luis Najmudin,Queen Elvina Hariyah M.Kom.,6331,66376
Luis Pandu Latupono S.E.I,Aurora Halimah S.Sos,6332,66387
Luis Prabowo S.E.,Padma Yuliarti S.Gz,6333,66403
Luis Prakasa,Zizi Shakila Yulianti M.Kom.,6334,66407
Luis Putu Adriansyah S.Ked,Cici Endah Kuswandari,6335,66416
Luis Raihan Thamrin,Cindy Novitasari,6336,66429
Luis Sihotang S.Sos,Farhunnisa Prastuti M.Farm,6337,66446
Luis Usman Hidayat,Tantri Utami S.Farm,6338,66464
Luis Waskita,Eka Maria Maryati M.Ak,6339,66480
Luis Widodo,Rachel Rika Pudjiastuti,6340,66500
Luis Zulkarnain S.T.,Lili Nurdiyanti,6341,66520
Lukita Ajimat Thamrin S.Farm,Nilam Widiastuti,6342,66539
Lukita Anggriawan,Julia Ifa Mandasari,6343,66554
Lukita Bajragin Prasetya S.E.I,Sabrina Oliva Nasyiah M.Kom.,6344,66566
Lukita Cakrajiya Prasasta S.Farm,Zelda Shania Rahmawati,6345,66571
Lukita Darmana Widodo,Patricia Unjani Nurdiyanti,6346,66573
Lukita Endra Nashiruddin,Umi Maryati,6347,66579
Lukita Gada Simbolon S.E.,Siska Farida,6348,66582
Lukita Gunawan,Farah Suryatmi,6349,66600
Lukita Hakim,Gasti Kusmawati,6350,66617
Lukita Hidayanto,Ilsa Tami Lailasari,6351,66627
Lukita Luwes Gunawan S.Pd,Najwa Raina Susanti,6352,66645
Lukita Mahendra S.I.Kom,Jelita Yessi Zulaika S.Pd,6353,66657
Lukita Mandala,Salimah Ophelia Suartini,6354,66677
Lukita Mansur,Nadine Mardhiyah S.T.,6355,66693
Lukita Marwata Budiman,Hesti Utami S.E.,6356,66710
Lukita Nababan,Dewi Yuliarti,6357,66729
Lukita Nainggolan,Siska Mulyani S.Pt,6358,66733
Lukita Najmudin,Maria Lintang Pratiwi M.Farm,6359,66741
Lukita Pradana,Indah Zelda Mulyani S.E.,6360,66742
Lukita Prasetya S.Sos,Ayu Najwa Wulandari,6361,66750
Lukita Rusman Adriansyah M.Kom.,Devi Novitasari,6362,66755
Lukita Samosir S.Farm,Kezia Rini Yuniar,6363,66773
Lukita Wacana S.Ked,Kartika Zahra Purnawati,6364,66790
Lukita Xanana Pradipta S.Farm,Aurora Nurdiyanti,6365,66809
Lukman Ajiman Suwarno,Cornelia Agustina S.H.,6366,66821
Lukman Ardianto,Wani Agustina,6367,66832
Lukman Dadap Hutagalung,Shakila Permata,6368,66839
Lukman Haryanto,Nabila Nurdiyanti,6369,66843
Lukman Lazuardi,Yunita Dian Puspita S.Ked,6370,66857
Lukman Makuta Gunarto S.H.,Janet Mayasari,6371,66862
Lukman Megantara,Karimah Lestari S.Farm,6372,66866
Lukman Nainggolan,Vera Pertiwi,6373,66869
Lukman Najmudin,Ratna Zulaika,6374,66886
Lukman Permadi,Nova Mulyani M.M.,6375,66896
Lukman Pradipta S.Gz,Vivi Yuliana Maryati,6376,66900
Lukman Prasasta,Salsabila Permata,6377,66920
Lukman Prasetyo,Dewi Zahra Farida M.Pd,6378,66927
Lukman Ridwan Winarno,Almira Wulandari,6379,66932
Lukman Rusman Firgantoro,Tina Palastri,6380,66945
Lukman Saefullah,Karimah Winarsih M.M.,6381,66965
Lukman Tamba,Juli Salsabila Suartini S.T.,6382,66973
Lukman Tarihoran,Amelia Winarsih,6383,66985
Lukman Wasita,Julia Cinta Aryani S.H.,6384,67000
Luluh Bakiono Tampubolon,Zulaikha Nurdiyanti,6385,67013
Luluh Dadi Siregar,Rachel Pratiwi,6386,67018
Luluh Daliman Suryono M.TI.,Tami Pudjiastuti,6387,67037
Luluh Empluk Pratama,Restu Cinta Novitasari M.Pd,6388,67057
Luluh Gunawan,Mila Farida S.E.I,6389,67077
Luluh Hakim,Ciaobella Ratna Anggraini M.TI.,6390,67093
Luluh Hutasoit,Rahayu Riyanti,6391,67103
Luluh Ilyas Uwais S.I.Kom,Ani Usyi Hasanah S.IP,6392,67106
Luluh Irawan,Shania Vivi Usada M.Kom.,6393,67108
Luluh Irnanto Santoso,Hesti Astuti S.E.,6394,67111
Luluh Iswahyudi,Dian Permata,6395,67127
Luluh Jagaraga Habibi S.T.,Zulfa Novitasari,6396,67140
Luluh Jailani S.E.,Belinda Hilda Mardhiyah S.IP,6397,67159
Luluh Januar S.Ked,Puji Zaenab Pertiwi S.E.,6398,67174
Luluh Lasmono Nababan,Ulva Malika Pudjiastuti S.T.,6399,67191
Luluh Maheswara,Alika Ratih Wulandari,6400,67204
Luluh Mansur,Zelaya Prastuti,6401,67211
Luluh Manullang,Shania Haryanti,6402,67219
Luluh Marbun,Wirda Mulyani,6403,67228
Luluh Maryadi,Hasna Lestari,6404,67240
Luluh Napitupulu,Michelle Zamira Usada S.H.,6405,67245
Luluh Prakasa S.E.I,Ade Wastuti,6406,67255
Luluh Rama Prakasa S.Gz,Natalia Dalima Namaga S.T.,6407,67260
Luluh Sihombing,Putri Palastri,6408,67268
Luluh Sitompul,Hasna Uyainah,6409,67275
Luluh Suryono,Zizi Anggraini,6410,67282
Luluh Teddy Kurniawan S.Gz,Kiandra Hana Rahayu S.Pt,6411,67298
Luluh Tirtayasa Rajata,Cornelia Uyainah,6412,67299
Luluh Wacana,Sabrina Siska Padmasari M.Kom.,6413,67307
Luluh Waluyo,Ifa Kusmawati,6414,67311
Lulut Anggriawan,Puji Nurdiyanti,6415,67313
Lulut Bancar Suwarno,Talia Sarah Hasanah,6416,67330
Lulut Dabukke,Ophelia Prastuti S.H.,6417,67348
Lulut Gaman Prabowo S.E.,Kamila Fujiati,6418,67356
Lulut Gamanto Sinaga,Maimunah Susanti,6419,67368
Lulut Gunawan S.T.,Nabila Cinthia Purnawati S.T.,6420,67370
Lulut Hasim Wahyudin,Yuliana Hastuti,6421,67389
Lulut Ihsan Mansur,Najwa Namaga,6422,67409
Lulut Lazuardi,Rini Padmasari S.E.,6423,67413
Lulut Permadi,Paramita Kuswandari,6424,67424
Lulut Prasasta,Jamalia Janet Prastuti,6425,67433
Lulut Saefullah,Karimah Wastuti,6426,67451
Lulut Suryono S.Kom,Diana Lala Riyanti M.Ak,6427,67466
Lulut Tarihoran,Kania Purnawati,6428,67468
Lulut Uwais,Maida Mayasari M.Farm,6429,67475
Lulut Viman Pratama,Raisa Nurdiyanti,6430,67489
Lurhur Cagak Nugroho S.E.I,Rini Fathonah Oktaviani S.H.,6431,67492
Lurhur Daru Prasasta,Ghaliyati Puspita,6432,67497
Lurhur Erik Firmansyah,Hafshah Ayu Pudjiastuti,6433,67504
Lurhur Firmansyah,Irma Hastuti,6434,67509
Lurhur Halim Hutapea S.T.,Kania Maryati,6435,67522
Lurhur Hutagalung,Rachel Intan Hartati,6436,67534
Lurhur Jailani,Ida Rahmawati S.Gz,6437,67543
Lurhur Kunthara Manullang,Iriana Hana Halimah,6438,67550
Lurhur Mahendra,Zulaikha Nasyidah,6439,67562
Lurhur Mansur,Nurul Ika Mandasari,6440,67570
Lurhur Nainggolan,Lidya Rahimah,6441,67583
Lurhur Nugraha Hutapea,Sabrina Ira Haryanti,6442,67597
Lurhur Prabawa Sinaga,Yani Elvina Pratiwi,6443,67599
Lurhur Pranowo M.Ak,Elma Riyanti,6444,67607
Lurhur Pratama S.Pt,Salsabila Gilda Yuliarti S.Gz,6445,67622
Lurhur Sinaga M.Ak,Kamila Rini Wulandari S.T.,6446,67623
Lurhur Sirait,Betania Novitasari S.Sos,6447,67625
Lurhur Situmorang,Dewi Violet Utami,6448,67626
Lurhur Suryono,Carla Oktaviani,6449,67644
Lurhur Utama,Bella Mardhiyah,6450,67661
Lurhur Uwais,Lala Wulandari,6451,67678
Lurhur Waluyo,Hani Mayasari S.Ked,6452,67681
Lurhur Widodo,Juli Yuniar,6453,67684
Lutfan Ajimin Kuswoyo,Intan Lailasari,6454,67685
Lutfan Bagus Nashiruddin,Elisa Laila Usamah M.Ak,6455,67692
Lutfan Bahuraksa Sitorus,Safina Andriani,6456,67699
Lutfan Dongoran,Ulya Lailasari,6457,67701
Lutfan Dono Irawan M.Farm,Dina Yulianti,6458,67710
Lutfan Firmansyah,Zelaya Hartati S.Pt,6459,67725
Lutfan Ganjaran Anggriawan S.IP,Usyi Oktaviani,6460,67740
Lutfan Gantar Prasetya,Ade Laksita,6461,67752
Lutfan Gara Tarihoran,Ajeng Ina Padmasari,6462,67767
Lutfan Garda Mustofa,Nabila Farah Hastuti,6463,67774
Lutfan Hutagalung S.Gz,Ani Wijayanti,6464,67786
Lutfan Manullang,Sari Titin Hartati,6465,67800
Lutfan Mitra Dongoran M.TI.,Alika Wijayanti S.T.,6466,67807
Lutfan Narpati,Ghaliyati Wijayanti,6467,67812
Lutfan Prabowo,Vera Purwanti,6468,67831
Lutfan Putra,Jasmin Kartika Mulyani,6469,67832
Lutfan Rahmat Najmudin S.Kom,Dinda Umi Agustina S.E.I,6470,67844
Lutfan Santoso S.Ked,Zelaya Mayasari,6471,67858
Lutfan Sihotang,Diah Hariyah,6472,67876
Lutfan Siregar,Kani Zelda Hassanah M.Kom.,6473,67894
Lutfan Siregar S.T.,Zaenab Azalea Wulandari,6474,67911
Lutfan Suwarno,Dian Wulandari,6475,67921
Lutfan Umar Hardiansyah,Rachel Laksita S.Farm,6476,67938
Lutfan Utama,Maimunah Febi Anggraini S.Farm,6477,67947
Luthfi Anggriawan S.H.,Ayu Azalea Suartini S.Ked,6478,67952
Luthfi Damu Prakasa,Zelaya Salsabila Rahmawati,6479,67960
Luthfi Darmaji Hutapea S.Sos,Sarah Jelita Wijayanti,6480,67971
Luthfi Darman Marpaung S.T.,Bella Carla Laksita S.Gz,6481,67972
Luthfi Eka Santoso,Agnes Tari Haryanti,6482,67980
Luthfi Gatra Mansur S.T.,Hani Mayasari,6483,67998
Luthfi Irawan,Irma Anggraini,6484,67999
Luthfi Latupono,Ifa Ayu Haryanti M.Farm,6485,68006
Luthfi Maheswara,Dina Nuraini S.Psi,6486,68025
Luthfi Maman Waskita,Padma Ina Yolanda,6487,68027
Luthfi Martani Waskita,Hani Aisyah Mandasari,6488,68045
Luthfi Paiman Najmudin S.T.,Irma Rini Purnawati S.Farm,6489,68064
Luthfi Pradana M.Farm,Olivia Kusmawati,6490,68078
Luthfi Prasetya,Laras Ratih Suryatmi,6491,68089
Luthfi Rangga Sinaga M.Pd,Zizi Halimah,6492,68100
Luthfi Setiawan S.Sos,Hesti Palastri,6493,68106
Luthfi Siregar,Zamira Tiara Laksita,6494,68115
Luthfi Suwarno,Ira Juli Hastuti,6495,68129
Luthfi Tampubolon,Puput Pudjiastuti,6496,68137
Luthfi Waskita,Kania Jamalia Kusmawati,6497,68138
Luthfi Widodo,Novi Cornelia Wastuti,6498,68139
Luwar Banawa Maheswara,Hesti Febi Winarsih,6499,68158
Luwar Firgantoro S.Pd,Safina Hassanah,6500,68174
Luwar Firmansyah,Faizah Ratna Nasyiah,6501,68183
Luwar Gilang Jailani S.H.,Tami Aurora Yolanda,6502,68198
Luwar Hutapea,Alika Astuti,6503,68199
Luwar Jaeman Sihombing S.E.I,Jelita Mulyani,6504,68216
Luwar Kenes Kusumo S.Sos,Zulfa Maryati,6505,68219
Luwar Kuswoyo M.Pd,Raina Aryani,6506,68227
Luwar Martana Pratama M.Ak,Zulaikha Mardhiyah,6507,68238
Luwar Maryadi S.H.,Kamila Rini Mandasari,6508,68251
Luwar Narpati,Diana Mandasari,6509,68264
Luwar Nashiruddin,Putri Yulianti S.E.,6510,68271
Luwar Natsir S.Ked,Gina Padmasari M.Farm,6511,68283
Luwar Oskar Setiawan,Ellis Nova Laksmiwati S.H.,6512,68288
Luwar Pangeran Sitorus,Belinda Zaenab Hariyah S.T.,6513,68301
Luwar Rajasa,Juli Palastri,6514,68307
Luwar Rajata,Syahrini Pudjiastuti S.E.,6515,68317
Luwar Siregar S.Sos,Belinda Winarsih M.Ak,6516,68321
Luwar Tamba,Azalea Halimah S.Kom,6517,68338
Luwar Umar Ramadan S.Pt,Kasiyah Jamalia Laksmiwati,6518,68351
Luwar Waskita,Anastasia Fujiati,6519,68360
Luwar Winarno,Hani Maimunah Wastuti,6520,68368
Luwes Balamantri Maheswara,Jasmin Widiastuti,6521,68385
Luwes Caket Pradana,Rachel Puspita,6522,68393
Luwes Danu Nashiruddin,Hilda Winarsih,6523,68408
Luwes Dimaz Halim,Zalindra Halimah M.Ak,6524,68426
Luwes Habibi,Lala Rahmawati,6525,68438
Luwes Halim Marbun,Ophelia Tania Usada M.M.,6526,68444
Luwes Haryanto,Zulfa Rina Susanti S.I.Kom,6527,68446
Luwes Hutasoit,Hafshah Mulyani,6528,68451
Luwes Jarwa Ramadan,Clara Mayasari,6529,68452
Luwes Kurnia Salahudin,Ana Suryatmi,6530,68454
Luwes Kurniawan,Ika Puspita,6531,68464
Luwes Maheswara,Lalita Ifa Melani,6532,68472
Luwes Maman Kuswoyo S.H.,Zahra Lala Mandasari,6533,68473
Luwes Murti Dongoran,Hani Zulaika S.Gz,6534,68476
Luwes Nainggolan,Elvina Usamah,6535,68493
Luwes Okto Habibi,Elisa Kiandra Usamah,6536,68503
Luwes Permadi S.E.I,Wani Ratna Rahayu,6537,68517
Luwes Prasetyo M.M.,Gawati Ira Lestari S.Gz,6538,68519
Luwes Saefullah,Diana Putri Prastuti,6539,68522
Luwes Sihotang,Yessi Pertiwi,6540,68534
Luwes Waluyo,Sarah Aryani M.Kom.,6541,68536
Luwes Wijaya,Ifa Wahyuni,6542,68537
Mahdi Anggriawan,Indah Nasyiah,6543,68541
Mahdi Atma Megantara M.Ak,Ami Susanti,6544,68550
Mahdi Atmaja Waskita S.Sos,Yani Yuliarti,6545,68555
Mahdi Bagya Adriansyah M.TI.,Rini Kamaria Sudiati M.M.,6546,68556
Mahdi Budiman,Dian Puspasari S.Pt,6547,68576
Mahdi Halim,Ade Lala Namaga,6548,68577
Mahdi Haryanto,Farah Yuni Riyanti,6549,68580
Mahdi Hidayanto,Indah Titi Hastuti,6550,68586
Mahdi Iswahyudi S.Gz,Devi Padmasari,6551,68597
Mahdi Jumadi Mandala S.IP,Sari Mayasari,6552,68609
Mahdi Kemal Santoso S.Psi,Salwa Eli Hartati S.IP,6553,68628
Mahdi Mahendra,Ifa Widiastuti,6554,68630
Mahdi Maryadi S.Ked,Hilda Zulaika,6555,68640
Mahdi Maryanto Wijaya,Tami Anggraini S.H.,6556,68658
Mahdi Pangestu S.H.,Endah Permata,6557,68678
Mahdi Permadi,Wirda Usamah,6558,68685
Mahdi Prayogo Marbun,Maria Oktaviani,6559,68703
Mahdi Salahudin S.Pd,Eka Namaga,6560,68720
Mahdi Setiawan,Yulia Uyainah S.Gz,6561,68727
Mahdi Sihotang,Ellis Puspasari M.Farm,6562,68744
Mahdi Siregar,Nova Dinda Halimah S.Ked,6563,68751
Mahdi Sitompul,Malika Usada,6564,68759
Mahdi Suryono,Jelita Vicky Rahmawati,6565,68765
Mahdi Waluyo,Olivia Vanesa Suryatmi S.E.,6566,68782
Mahdi Wibowo,Laras Yolanda,6567,68787
Mahdi Widodo,Ajeng Susanti,6568,68805
Mahesa Akarsana Irawan S.Gz,Tania Ghaliyati Mulyani,6569,68811
Mahesa Edi Mahendra M.Kom.,Kiandra Susanti,6570,68829
Mahesa Gunarto,Sadina Ayu Pertiwi,6571,68841
Mahesa Gunarto S.Pt,Karen Purnawati S.E.,6572,68859
Mahesa Hutagalung,Ghaliyati Melani M.Farm,6573,68879
Mahesa Hutasoit,Eva Zulaika S.Sos,6574,68883
Mahesa Kala Kuswoyo,Sabrina Kartika Safitri,6575,68886
Mahesa Kayun Jailani S.Kom,Keisha Halima Hartati S.E.I,6576,68888
Mahesa Kayun Widodo S.Ked,Cinthia Andriani,6577,68892
Mahesa Kuswoyo S.Ked,Putri Halimah S.Pt,6578,68901
Mahesa Lembah Mustofa,Zizi Rahimah,6579,68910
Mahesa Mahdi Pangestu,Julia Safitri,6580,68929
Mahesa Mandala,Ulya Sakura Uyainah M.Ak,6581,68931
Mahesa Megantara,Paramita Namaga,6582,68942
Mahesa Permadi,Widya Permata,6583,68958
Mahesa Saefullah,Titi Julia Nuraini S.Sos,6584,68967
Mahesa Salahudin,Elvina Diana Handayani M.Kom.,6585,68984
Mahesa Tasdik Uwais S.Pt,Tira Safitri,6586,68989
Mahesa Thamrin,Nadia Tania Nurdiyanti S.IP,6587,69007
Mahesa Waluyo,Lala Rahayu,6588,69026
Mahfud Danang Winarno,Natalia Aryani,6589,69035
Mahfud Gatra Damanik M.Kom.,Yunita Novitasari,6590,69045
Mahfud Hidayat S.I.Kom,Zizi Namaga M.Kom.,6591,69051
Mahfud Jamal Pratama M.M.,Gasti Genta Lestari,6592,69067
Mahfud Kamidin Nugroho,Eva Yuliarti,6593,69076
Mahfud Mandala,Rina Hartati S.T.,6594,69080
Mahfud Nashiruddin,Jasmin Safitri,6595,69093
Mahfud Natsir,Kartika Lestari,6596,69098
Mahfud Ozy Haryanto S.Farm,Ellis Safitri,6597,69102
Mahfud Pradipta,Lidya Pratiwi,6598,69111
Mahfud Prakasa,Jelita Usamah S.IP,6599,69118
Mahfud Prasetyo,Eva Diah Wahyuni,6600,69132
Mahfud Thamrin,Kayla Prastuti,6601,69148
Mahfud Utama,Lala Maryati,6602,69153
Mahmud Adiarja Siregar,Gawati Wahyuni,6603,69160
Mahmud Agus Dongoran S.H.,Uchita Padma Puspasari,6604,69166
Mahmud Ardianto,Tantri Vicky Mayasari,6605,69186
Mahmud Atmaja Pradana S.Psi,Ellis Farida,6606,69195
Mahmud Budiman,Agnes Haryanti,6607,69211
Mahmud Emas Uwais M.M.,Chelsea Puspasari S.Pd,6608,69224
Mahmud Habibi,Tari Utami S.Psi,6609,69231
Mahmud Halim,Shakila Uyainah,6610,69250
Mahmud Karsana Narpati,Irma Queen Palastri M.TI.,6611,69268
Mahmud Kuswoyo,Vanesa Usada,6612,69273
Mahmud Laksana Tarihoran M.M.,Nova Widiastuti,6613,69276
Mahmud Mahendra,Bella Laksmiwati,6614,69277
Mahmud Manullang,Kamila Purwanti,6615,69295
Mahmud Marpaung S.T.,Michelle Laksmiwati S.H.,6616,69307
Mahmud Narpati,Lidya Silvia Lailasari S.Pd,6617,69315
Mahmud Natsir M.Ak,Dian Maryati M.Ak,6618,69329
Mahmud Nyana Pranowo,Amelia Dina Yolanda M.Farm,6619,69342
Mahmud Panca Pangestu,Titi Eli Melani,6620,69359
Mahmud Rajasa,Almira Hasanah,6621,69361
Mahmud Santoso,Gawati Palastri M.Farm,6622,69363
Mahmud Saptono,Zulfa Handayani,6623,69378
Mahmud Saputra,Citra Palastri,6624,69384
Mahmud Saputra M.TI.,Titin Hasanah,6625,69385
Mahmud Surya Marpaung S.Psi,Nova Wijayanti,6626,69402
Mahmud Tugiman Irawan,Intan Mardhiyah M.M.,6627,69422
Mahmud Utama S.I.Kom,Vivi Winarsih,6628,69424
Mahmud Wadi Gunawan S.E.I,Ana Mardhiyah,6629,69439
Mahmud Wawan Habibi,Aisyah Yolanda,6630,69456
Makara Adikara Maulana M.Kom.,Vicky Paris Pratiwi S.Pt,6631,69475
Makara Atmaja Nugroho S.Gz,Restu Gasti Wijayanti S.Farm,6632,69479
Makara Bahuwirya Permadi M.M.,Shakila Yolanda,6633,69487
Makara Hutagalung,Aurora Wastuti,6634,69506
Makara Kenari Rajata,Sari Yuniar S.E.,6635,69509
Makara Kurniawan,Kani Azalea Pratiwi M.Pd,6636,69526
Makara Mangunsong,Tantri Amelia Hastuti S.E.I,6637,69538
Makara Nababan,Lidya Suci Hassanah S.E.I,6638,69541
Makara Najmudin,Kayla Agustina,6639,69559
Makara Naradi Mustofa,Michelle Susanti S.Kom,6640,69562
Makara Natsir S.Psi,Hani Kuswandari,6641,69581
Makara Pangestu,Alika Hassanah S.Pt,6642,69584
Makara Pradipta,Amelia Haryanti S.T.,6643,69600
Makara Prasetyo Gunawan,Rini Hamima Astuti S.Pt,6644,69615
Makara Prayoga,Siska Gilda Hassanah S.T.,6645,69634
Makara Saptono,Ratna Laksmiwati,6646,69639
Makara Sinaga,Alika Tira Pratiwi S.H.,6647,69647
Makara Sitompul,Vivi Rahayu S.Sos,6648,69654
Makara Sitorus,Juli Olivia Mayasari M.Farm,6649,69658
Makara Tamba,Nurul Hastuti S.Pt,6650,69677
Makara Waskita,Unjani Karimah Astuti M.Farm,6651,69678
Makara Waskita S.T.,Yulia Mandasari M.M.,6652,69698
Makara Wira Firmansyah S.Pd,Humaira Lestari M.Ak,6653,69705
Makuta Dongoran M.Farm,Zaenab Jessica Mardhiyah S.Pd,6654,69712
Makuta Galiono Pangestu,Tiara Padmasari S.E.,6655,69717
Makuta Harjaya Nugroho S.Psi,Hilda Uyainah M.TI.,6656,69727
Makuta Ismail Sihombing M.Pd,Ajeng Syahrini Widiastuti,6657,69746
Makuta Jailani S.H.,Yuliana Ulva Kusmawati S.Farm,6658,69760
Makuta Jarwadi Rajasa S.Kom,Wani Handayani S.E.I,6659,69775
Makuta Lasmono Jailani M.Pd,Ika Palastri,6660,69789
Makuta Muni Prasasta,Dian Ani Lailasari S.H.,6661,69798
Makuta Pradipta M.Farm,Violet Nasyidah M.Ak,6662,69802
Makuta Pradipta S.Gz,Zalindra Hasanah,6663,69820
Makuta Prasasta,Gina Halimah,6664,69830
Makuta Rajasa,Ella Kusmawati,6665,69839
Makuta Rajasa S.H.,Patricia Fitriani Nurdiyanti M.M.,6666,69848
Makuta Satya Prakasa,Salimah Novitasari,6667,69857
Makuta Sitompul M.M.,Puspa Yulianti,6668,69871
Makuta Suwarno,Najwa Halimah,6669,69886
Makuta Uwais,Febi Hartati,6670,69889
Makuta Wacana,Yuliana Utami,6671,69905
Makuta Zulkarnain,Ophelia Devi Utami S.H.,6672,69907
Malik Adika Najmudin,Hilda Hasanah,6673,69927
Malik Anggriawan,Carla Amalia Nasyiah S.I.Kom,6674,69939
Malik Asmadi Firmansyah,Sadina Wastuti,6675,69943
Malik Dabukke,Jane Melani,6676,69945
Malik Dabukke S.Psi,Dinda Fitria Mardhiyah M.Kom.,6677,69960
